latitude,longitude,length,cul_matl,cul_type,Soil_Drainage_Class,Soil_Moisture,Soil_pH,Soil_Elec_Conductivity,Soil_Surface_Texture,Flooding_Frequency,State,Age,Cul_rating
43.23835655,-72.53918647,35,Poly Vinyl Chloride,Round,Well drained,3.8,5.2,0,Slightly decomposed plant material,None,Vermont,6,3
43.32221221,-72.52606254,40,Corrugated Steel,Round,Moderately well drained,5.3,5.5,0,Fine sandy loam,None,Vermont,56,0
43.2429265,-72.6205061,50,High Density Polyethylene,Round,Moderately well drained,3.2,5.5,0,Fine sandy loam,Occasional,Vermont,0,4
42.75279319,-72.7095486,40,Poly Vinyl Chloride,Round,Somewhat poorly drained,5.4,5.7,0,Fine sandy loam,None,Vermont,8,3
44.96838171,-72.18601224,44,Corrugated Steel,Round,Moderately well drained,6.3,6.2,0,Loamy fine sand,None,Vermont,0,4
43.47787824,-73.06698371,40,Corrugated Steel,Round,Well drained,4.4,5.6,0,Silt loam,None,Vermont,46,3
43.44860035,-73.05198802,30,Poly Vinyl Chloride,Round,Moderately well drained,6.6,6.9,0,Silt loam,None,Vermont,50,4
44.180824,-72.81162092,70,Unreinforced Concrete,Box,Well drained,3.3,5.4,0,Slightly decomposed plant material,None,Vermont,6,3
44.10427982,-72.85042846,40,Corrugated Steel,Round,Somewhat poorly drained,3.7,5.2,0,Highly decomposed plant material,None,Vermont,7,3
43.35073785,-72.56159211,30,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,7,3
43.99419139,-73.04335762,55,Corrugated Steel,Round,Poorly drained,5,5.5,0,Slightly decomposed plant material,None,Vermont,16,3
43.47575561,-72.54245339,20,Corrugated Steel,Round,Well drained,4.5,5.6,0,Moderately decomposed plant material,None,Vermont,5,3
43.29653754,-72.523522,40,Poly Vinyl Chloride,Round,Well drained,6.3,5.1,0,Slightly decomposed plant material,None,Vermont,11,3
44.20642568,-72.18073708,40,Poly Vinyl Chloride,Round,Well drained,3.8,6.3,0,Moderately decomposed plant material,None,Vermont,16,3
43.97823397,-73.03327657,50,Poly Vinyl Chloride,Round,Poorly drained,5,5.5,0,Slightly decomposed plant material,None,Vermont,41,3
43.28034135,-72.69628011,60,Corrugated Steel,Round,Excessively drained,1.6,5.3,0,Gravelly sandy loam,None,Vermont,0,4
43.30803464,-72.52198172,40,Poly Vinyl Chloride,Round,Well drained,10,4.8,0,Moderately decomposed plant material,None,Vermont,6,4
43.47031294,-72.45051796,40,High Density Polyethylene,Round,Moderately well drained,6.3,5.7,0,Slightly decomposed plant material,None,Vermont,5,4
44.83415854,-72.01956528,40,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0,Slightly decomposed plant material,None,Vermont,0,4
43.27008428,-72.70766525,34,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,8,3
43.42466076,-73.05698763,40,Poly Vinyl Chloride,Round,Well drained,6.2,6.7,0,Gravelly silt loam,None,Vermont,19,3
43.33358039,-72.49419047,40,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.3,0,Gravelly sandy loam,None,Vermont,16,3
42.97421899,-72.59341465,40,Poly Vinyl Chloride,Round,Well drained,6.3,5.1,0,Slightly decomposed plant material,None,Vermont,11,4
43.87221437,-73.01557575,40,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,2,3
44.17552505,-72.81416909,50,High Density Polyethylene,Round,Somewhat poorly drained,3.9,5.2,0,Fine sandy loam,None,Vermont,23,3
44.25787718,-72.1902891,36,Poly Vinyl Chloride,Round,Poorly drained,6.3,6.4,0,Silt loam,None,Vermont,0,4
43.47028952,-73.0672057,40,Corrugated Steel,Round,Well drained,4.5,5.6,0,Silt loam,None,Vermont,41,3
44.19228114,-72.79106682,60,High Density Polyethylene,Round,Poorly drained,6.3,6.4,0,Silt loam,None,Vermont,30,3
43.35541887,-72.43442562,26,Corrugated Steel,Round,Moderately well drained,5.8,6.3,0,Loam,None,Vermont,3,3
42.89131513,-72.91143769,60,Poly Vinyl Chloride,Round,Moderately well drained,5.9,5.4,0,Fine sandy loam,None,Vermont,3,4
44.01326822,-73.02265667,40,Poly Vinyl Chloride,Round,Poorly drained,4.3,6.5,0,Silt loam,Frequent,Vermont,1,4
44.82335322,-71.98781004,50,Corrugated Steel,Round,Poorly drained,2.1,6.4,0,Moderately decomposed plant material,None,Vermont,4,3
42.88567912,-72.82154372,45,Poly Vinyl Chloride,Round,Moderately well drained,5.9,5.4,0,Fine sandy loam,None,Vermont,1,4
42.97197401,-72.54092318,50,Poly Vinyl Chloride,Round,Moderately well drained,4.4,5.5,0,Silt loam,None,Vermont,10,4
44.24008781,-72.24003665,30,Poly Vinyl Chloride,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,0,3
44.83648795,-72.0158467,40,Poly Vinyl Chloride,Round,Poorly drained,6.3,6.4,0,Silt loam,None,Vermont,0,4
43.39810895,-72.48756006,40,High Density Polyethylene,Round,Well drained,7.7,5.5,0,Fine sandy loam,None,Vermont,2,3
43.41521464,-73.05751284,20,Corrugated Steel,Round,Moderately well drained,7.5,6.2,0,Loam,None,Vermont,17,3
43.31902545,-72.50862244,40,Corrugated Steel,Round,Well drained,2.4,5.4,0,Fine sandy loam,None,Vermont,56,0
43.91427841,-73.01843993,40,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0,Slightly decomposed plant material,None,Vermont,10,4
43.48407759,-72.60157762,40,High Density Polyethylene,Round,Well drained,2.4,4.6,0,Moderately decomposed plant material,None,Vermont,3,4
43.26852732,-72.53933026,50,Poly Vinyl Chloride,Round,Well drained,10,4.8,0,Moderately decomposed plant material,None,Vermont,3,3
44.89517001,-72.06517247,30,Corrugated Steel,Round,Moderately well drained,5.8,6.3,0,Loam,None,Vermont,4,3
44.82926696,-72.01522488,40,Poly Vinyl Chloride,Round,Moderately well drained,5.8,7.3,0,Loam,None,Vermont,0,4
43.3328748,-72.49514511,34,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.3,0,Gravelly sandy loam,None,Vermont,0,4
42.86880286,-72.86599177,35,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.4,5.5,0,Loam,None,Vermont,1,4
44.83163935,-72.01686814,40,Poly Vinyl Chloride,Round,Poorly drained,6.3,6.4,0,Silt loam,None,Vermont,0,4
43.86585199,-73.01588225,50,High Density Polyethylene,Round,Well drained,3.3,5.4,0,Slightly decomposed plant material,None,Vermont,0,4
43.45438833,-73.02350534,40,Poly Vinyl Chloride,Round,Moderately well drained,6.6,6.9,0,Silt loam,None,Vermont,23,3
45.00016081,-72.05881109,40,Corrugated Steel,Round,Poorly drained,6.3,6.4,0,Silt loam,None,Vermont,0,4
43.47580785,-72.58280998,20,High Density Polyethylene,Round,Well drained,10,4.8,0,Moderately decomposed plant material,None,Vermont,0,3
44.19784422,-72.28431417,30,Corrugated Steel,Round,Poorly drained,5,5.5,0,Slightly decomposed plant material,None,Vermont,31,3
43.47945904,-73.07129066,50,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0,Silt loam,None,Vermont,46,3
42.82715383,-72.58940504,35,High Density Polyethylene,Round,Excessively drained,1.6,5.6,0,Fine sandy loam,None,Vermont,0,3
43.25001807,-72.69149669,40,Corrugated Steel,Round,Moderately well drained,4.6,4.6,0,Fine sandy loam,None,Vermont,0,3
43.45892059,-72.5470085,40,High Density Polyethylene,Round,Well drained,10,4.8,0,Moderately decomposed plant material,None,Vermont,5,3
43.47631593,-72.58092673,40,High Density Polyethylene,Round,Poorly drained,3.8,6,0,Highly decomposed plant material,None,Vermont,5,3
42.82571848,-72.58947621,30,High Density Polyethylene,Round,Well drained,1.8,5.6,0,Fine sandy loam,None,Vermont,0,3
43.26068824,-72.4753523,40,Poly Vinyl Chloride,Round,Well drained,4.4,5.5,0,Fine sandy loam,None,Vermont,12,3
42.86365282,-72.82033074,40,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0,Loam,None,Vermont,1,4
44.418359,-72.850804,49,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,1,4
43.38940617,-72.4256989,20,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0,Loam,None,Vermont,2,3
43.30702442,-72.72364557,29,High Density Polyethylene,Round,Well drained,3.8,5.2,0,Slightly decomposed plant material,None,Vermont,8,3
44.2392865,-72.23833882,40,Poly Vinyl Chloride,Round,Somewhat poorly drained,3.7,5.2,0,Highly decomposed plant material,None,Vermont,0,4
43.55072204,-72.61438387,60,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,5,3
43.3972924,-72.7099977,20,High Density Polyethylene,Round,Well drained,3.3,5.4,0,Moderately decomposed plant material,None,Vermont,7,4
44.00689801,-73.03584422,40,Poly Vinyl Chloride,Round,Poorly drained,5,5.5,0,Slightly decomposed plant material,None,Vermont,41,4
43.27765688,-72.5265263,40,Poly Vinyl Chloride,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,1,4
43.99297157,-72.88826698,30,Poly Vinyl Chloride,Round,Well drained,6.3,6.4,0,Loam,None,Vermont,0,4
43.27344887,-72.53759911,40,Poly Vinyl Chloride,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,3,3
43.25938101,-72.53595932,40,Poly Vinyl Chloride,Round,Well drained,10,4.8,0,Moderately decomposed plant material,None,Vermont,3,3
42.88493543,-72.82740599,46,Poly Vinyl Chloride,Round,Well drained,5.5,4.8,0,Fine sandy loam,None,Vermont,1,4
44.49990592,-72.90690237,30,Corrugated Steel,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,3,3
44.88540226,-72.11681502,40,Corrugated Steel,Round,Poorly drained,5,5.5,0,Slightly decomposed plant material,None,Vermont,0,4
43.2993568,-72.70088297,30,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,2,3
43.32548931,-72.70103457,30,High Density Polyethylene,Round,Very poorly drained,12.1,6.1,0,Muck,None,Vermont,2,3
43.47515016,-72.53243583,30,High Density Polyethylene,Round,Well drained,7.7,5.5,0,Fine sandy loam,None,Vermont,1,3
43.35013346,-72.55924496,40,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,1,4
44.89296784,-72.06760441,40,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0,Loam,None,Vermont,2,4
43.50368831,-72.56905013,40,High Density Polyethylene,Round,Well drained,2.4,5.4,0,Fine sandy loam,None,Vermont,5,3
43.91049446,-73.01896854,40,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0,Slightly decomposed plant material,None,Vermont,10,3
44.51296151,-72.90502603,40,Corrugated Steel,Round,Well drained,1.1,5.4,0,Gravelly loamy sand,None,Vermont,3,4
44.82368402,-71.9893371,48,Corrugated Steel,Round,Poorly drained,2.1,6.4,0,Moderately decomposed plant material,None,Vermont,1,4
44.19426648,-72.77032497,70,Corrugated Steel,Ellipse/Squashed,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,50,3
43.27286653,-72.44862871,60,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.4,0,Moderately decomposed plant material,None,Vermont,12,3
43.25635368,-72.74860613,26,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,5,3
44.01037918,-73.02264707,40,Poly Vinyl Chloride,Round,Poorly drained,4.3,6.5,0,Loam,Frequent,Vermont,1,3
44.38490053,-72.52558335,36,Corrugated Steel,Round,Poorly drained,5,5.5,0,Slightly decomposed plant material,None,Vermont,39,3
43.22848006,-72.70978481,40,High Density Polyethylene,Round,Somewhat poorly drained,6.5,5.5,0,Loam,None,Vermont,18,4
44.28740836,-73.15338257,50,Corrugated Steel,Round,Moderately well drained,6,5.9,0,Very fine sandy loam,Occasional,Vermont,1,3
43.33009857,-72.41199493,45,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0,Slightly decomposed plant material,None,Vermont,14,3
44.416462,-72.8491231,50,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,1,4
43.35463863,-72.45212374,32,Corrugated Steel,Round,Well drained,4.3,5.6,0,Fine sandy loam,None,Vermont,2,3
43.48089702,-73.01699605,40,Corrugated Steel,Round,Well drained,6.2,6.7,0,Gravelly silt loam,None,Vermont,46,3
43.31330571,-72.68828698,20,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,5,3
44.58071194,-72.91598694,40,Corrugated Steel,Round,Poorly drained,5,5.5,0,Slightly decomposed plant material,None,Vermont,4,3
44.22531731,-72.218733,40,Corrugated Steel,Ellipse/Squashed,Somewhat poorly drained,3.7,5.2,0,Highly decomposed plant material,None,Vermont,0,4
44.88726598,-72.10913161,40,Poly Vinyl Chloride,Round,Poorly drained,6.3,6.4,0,Silt loam,None,Vermont,0,4
43.87195142,-73.01428182,40,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,6,3
43.25451851,-72.70429031,40,Corrugated Steel,Round,Well drained,3.8,5.2,0,Slightly decomposed plant material,None,Vermont,1,4
42.85662598,-72.82240224,50,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0,Loam,None,Vermont,3,4
43.25483054,-72.53630482,40,Poly Vinyl Chloride,Round,Poorly drained,3.8,6,0,Highly decomposed plant material,None,Vermont,3,3
43.266889,-72.731846,55,High Density Polyethylene,Round,Poorly drained,3.8,5.7,0,Fine sandy loam,Frequent,Vermont,11,4
43.25256372,-72.49203154,20,Corrugated Steel,Round,Excessively drained,1.6,5.4,0,Moderately decomposed plant material,None,Vermont,16,3
43.4634482,-72.64984196,30,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,0,4
42.86177977,-72.83811033,40,Unreinforced Concrete,Box,Well drained,5.6,4.8,0,Fine sandy loam,None,Vermont,0,4
44.2030804,-72.18494635,20,Corrugated Steel,Round,Somewhat excessively drained,2.2,5.3,0,Loamy sand,None,Vermont,32,3
44.58023313,-72.94414332,50,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,4,3
43.35478392,-72.58291065,40,High Density Polyethylene,Round,Well drained,6.3,6.4,0,Silt loam,None,Vermont,3,3
44.32521934,-73.23192435,30,Poly Vinyl Chloride,Round,Very poorly drained,39.8,7.2,0,Silty clay,None,Vermont,1,4
43.28260318,-72.70748656,30,High Density Polyethylene,Round,Excessively drained,1.6,5.3,0,Gravelly sandy loam,None,Vermont,8,3
43.45800553,-73.0874109,30,Poly Vinyl Chloride,Round,Moderately well drained,6.6,6.9,0,Silt loam,None,Vermont,19,4
43.05087308,-72.90037393,25,Unreinforced Concrete,Box,Poorly drained,6.2,5.1,0,Peat,None,Vermont,13,4
43.34925827,-72.55216819,60,High Density Polyethylene,Round,Poorly drained,5,5.5,0,Slightly decomposed plant material,None,Vermont,14,3
42.85908688,-72.82130261,44,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0,Loam,None,Vermont,2,4
43.90156452,-73.01516579,40,High Density Polyethylene,Round,Well drained,1.8,5.9,0,Gravelly fine sandy loam,None,Vermont,0,3
43.29210058,-72.7315147,60,Corrugated Steel,Round,Well drained,3.8,5.2,0,Slightly decomposed plant material,None,Vermont,4,3
43.41606766,-72.52482355,20,Corrugated Steel,Round,Well drained,6.3,5.4,0,Slightly decomposed plant material,None,Vermont,1,3
43.47501589,-72.53987865,30,High Density Polyethylene,Round,Well drained,6.3,5.1,0,Slightly decomposed plant material,None,Vermont,5,4
43.10496635,-72.87377414,40,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.3,0,Gravelly sandy loam,None,Vermont,4,4
43.48515016,-72.43668477,40,High Density Polyethylene,Round,Somewhat excessively drained,7.4,5.3,0,Moderately decomposed plant material,None,Vermont,3,3
43.25584927,-72.68670699,40,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,3,4
43.87216392,-73.01484254,60,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,2,4
43.54933812,-72.6141268,30,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,5,3
43.40260916,-72.41258063,40,High Density Polyethylene,Round,Well drained,5.9,5.5,0,Silt loam,None,Vermont,6,3
43.8633628,-73.00749422,40,Poly Vinyl Chloride,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,1,4
43.31859825,-72.72504128,40,High Density Polyethylene,Round,Well drained,3.3,5.4,0,Moderately decomposed plant material,None,Vermont,0,4
43.45069659,-73.0275932,40,Poly Vinyl Chloride,Round,Moderately well drained,7.6,6.2,0,Loam,None,Vermont,18,4
43.55119916,-72.61496878,40,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,5,3
43.31067811,-72.44529137,40,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0,Loam,None,Vermont,16,3
43.25121699,-72.68960978,20,Corrugated Steel,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,0,3
43.32414656,-72.4121139,40,Poly Vinyl Chloride,Round,Well drained,7.7,5.5,0,Fine sandy loam,None,Vermont,14,3
44.30698938,-73.15255325,40,High Density Polyethylene,Round,Poorly drained,40,6.8,0,Silty clay,None,Vermont,1,3
43.33684946,-72.69741427,40,Poly Vinyl Chloride,Round,Well drained,1.8,4.8,0,Fine sandy loam,None,Vermont,1,3
43.27563603,-72.71049197,40,Corrugated Steel,Round,Well drained,6.3,5.1,0,Slightly decomposed plant material,None,Vermont,0,3
43.18386913,-72.81726544,35,Poly Vinyl Chloride,Round,Well drained,5.5,4.8,0,Fine sandy loam,None,Vermont,0,4
44.44215945,-72.97945142,50,Corrugated Steel,Round,Poorly drained,5.9,6.2,0,Fine sandy loam,None,Vermont,4,4
43.34746224,-72.4925354,38,Corrugated Steel,Round,Somewhat excessively drained,7.4,5.3,0,Moderately decomposed plant material,None,Vermont,9,3
43.26489411,-72.45204784,40,Poly Vinyl Chloride,Round,Poorly drained,5,5.5,0,Slightly decomposed plant material,None,Vermont,16,3
43.35829528,-72.57870639,40,High Density Polyethylene,Round,Well drained,10,4.8,0,Moderately decomposed plant material,None,Vermont,14,3
43.3553364,-72.46941285,60,Corrugated Steel,Round,Poorly drained,6.3,6.4,0,Silt loam,None,Vermont,5,3
43.24839535,-72.70748918,40,Corrugated Steel,Round,Well drained,3.8,5.2,0,Slightly decomposed plant material,None,Vermont,0,3
43.35195914,-72.56117739,20,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,1,4
43.42344029,-73.0570407,50,Poly Vinyl Chloride,Round,Well drained,6.2,6.7,0,Gravelly silt loam,None,Vermont,20,3
44.17669987,-72.80575914,60,Unreinforced Concrete,Box,Excessively drained,1.6,5.3,0,Gravelly sandy loam,None,Vermont,16,3
43.50513399,-72.55860421,40,High Density Polyethylene,Round,Well drained,4.4,5.5,0,Fine sandy loam,None,Vermont,1,4
44.96360363,-72.15709642,60,Poly Vinyl Chloride,Round,Well drained,5.4,5.5,0,Very fine sandy loam,None,Vermont,0,4
43.88839935,-73.01057827,33,Corrugated Steel,Ellipse/Squashed,Well drained,1.8,5.9,0,Gravelly fine sandy loam,None,Vermont,11,4
44.92053991,-72.08762756,40,Poly Vinyl Chloride,Round,Very poorly drained,12.1,6.1,0,Muck,None,Vermont,0,4
43.25201288,-72.53531487,40,Poly Vinyl Chloride,Round,Well drained,6.3,5.1,0,Slightly decomposed plant material,None,Vermont,3,3
43.4190181,-73.11349489,30,Poly Vinyl Chloride,Round,Well drained,4.4,5.6,0,Silt loam,None,Vermont,21,3
43.43174291,-73.10866178,20,Steel plate,Round,Moderately well drained,6.6,6.9,0,Silt loam,None,Vermont,46,2
43.45856029,-72.54679475,40,Corrugated Steel,Round,Well drained,10,4.8,0,Moderately decomposed plant material,None,Vermont,5,3
42.80392923,-72.777211,40,Poly Vinyl Chloride,Round,Moderately well drained,5.9,5.4,0,Fine sandy loam,None,Vermont,1,3
42.78330539,-72.76836526,40,Poly Vinyl Chloride,Round,Excessively drained,1.3,5.3,0,Gravelly sandy loam,None,Vermont,9,3
43.86628863,-73.01566046,50,High Density Polyethylene,Round,Well drained,3.1,5.6,0,Fine sandy loam,None,Vermont,0,4
43.39569607,-72.48691683,40,Corrugated Steel,Round,Well drained,7.7,5.5,0,Fine sandy loam,None,Vermont,2,3
43.13480167,-72.88373893,80,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0,Slightly decomposed plant material,None,Vermont,8,4
43.35817481,-72.40830051,40,Corrugated Steel,Round,Well drained,2.4,5.4,0,Fine sandy loam,None,Vermont,2,3
43.25448864,-72.74396821,20,High Density Polyethylene,Round,Well drained,6.3,5.1,0,Slightly decomposed plant material,None,Vermont,14,4
44.29736363,-73.19278522,35,Corrugated Steel,Round,Poorly drained,40,6.8,0,Silty clay,None,Vermont,0,4
43.25860899,-72.75325202,30,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,0,4
43.51754189,-72.560744,30,High Density Polyethylene,Round,Somewhat excessively drained,4.4,6.1,0,Fine sandy loam,None,Vermont,3,4
44.09403048,-72.83704159,40,Corrugated Steel,Round,Well drained,10,4.8,0,Moderately decomposed plant material,None,Vermont,7,3
43.48214143,-72.44639728,33,High Density Polyethylene,Round,Somewhat excessively drained,7.4,5.3,0,Moderately decomposed plant material,None,Vermont,3,3
42.8979728,-72.88304632,40,High Density Polyethylene,Round,Well drained,6.1,4.6,0,Fine sandy loam,None,Vermont,0,4
43.45507753,-73.0091045,30,Poly Vinyl Chloride,Round,Moderately well drained,6.6,6.9,0,Silt loam,None,Vermont,21,3
43.49542696,-72.43600177,30,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0,Loam,None,Vermont,6,3
43.51871905,-72.54189933,40,High Density Polyethylene,Round,Well drained,7.7,5.5,0,Fine sandy loam,None,Vermont,1,3
43.85356309,-73.0144173,50,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0,Slightly decomposed plant material,None,Vermont,0,4
43.37188551,-72.67318325,40,Poly Vinyl Chloride,Round,Well drained,3.8,5.2,0,Slightly decomposed plant material,None,Vermont,1,4
43.23167788,-72.70841363,40,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0,Fine sandy loam,None,Vermont,19,4
43.24955405,-72.53441552,40,Poly Vinyl Chloride,Round,Well drained,6.3,5.1,0,Slightly decomposed plant material,None,Vermont,3,3
43.26543278,-72.73091162,40,Corrugated Steel,Round,Poorly drained,3.8,5.7,0,Fine sandy loam,Frequent,Vermont,2,3
43.4760888,-72.59053703,30,High Density Polyethylene,Round,Somewhat excessively drained,2.2,5.3,0,Loamy sand,None,Vermont,1,4
44.26898802,-73.21788469,40,Steel plate,Round,Moderately well drained,8.3,6.2,0,Loam,None,Vermont,0,4
43.46590401,-73.02210648,30,Corrugated Steel,Round,Moderately well drained,7.6,6.2,0,Loam,None,Vermont,46,3
43.50340427,-72.58749521,40,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0,Loam,None,Vermont,3,4
43.39314588,-72.66975606,45,Poly Vinyl Chloride,Round,Somewhat excessively drained,2.2,5.3,0,Loamy sand,None,Vermont,1,4
43.24497594,-72.72595357,28,High Density Polyethylene,Round,Poorly drained,3.8,6,0,Highly decomposed plant material,None,Vermont,18,4
43.24294286,-72.75205634,30,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,14,4
43.51352457,-72.53731524,60,High Density Polyethylene,Round,Well drained,7.7,5.5,0,Fine sandy loam,None,Vermont,3,3
43.47592315,-72.43715757,30,High Density Polyethylene,Round,Somewhat excessively drained,7.4,5.3,0,Moderately decomposed plant material,None,Vermont,9,3
43.3146588,-72.50514153,55,Poly Vinyl Chloride,Round,Moderately well drained,5.3,5.5,0,Fine sandy loam,None,Vermont,11,3
43.31671098,-72.50711745,60,Poly Vinyl Chloride,Round,Moderately well drained,5.3,5.5,0,Fine sandy loam,None,Vermont,11,4
43.32200281,-72.45668065,35,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0,Slightly decomposed plant material,None,Vermont,13,3
43.32386149,-72.51180973,55,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.4,0,Moderately decomposed plant material,None,Vermont,10,4
44.96179692,-72.12895634,30,Corrugated Steel,Round,Well drained,5.4,5.5,0,Very fine sandy loam,None,Vermont,0,4
42.79240885,-72.79910881,40,Corrugated Steel,Round,Poorly drained,6.2,5.1,0,Peat,None,Vermont,27,3
44.8933329,-72.06718656,48,Corrugated Steel,Round,Moderately well drained,5.8,6.3,0,Loam,None,Vermont,4,3
45.00075806,-71.7969155,30,Poly Vinyl Chloride,Round,Poorly drained,5,5.5,0,Slightly decomposed plant material,None,Vermont,2,4
43.26051226,-72.50330354,40,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0,Loam,None,Vermont,16,4
43.44243993,-73.05143606,20,Corrugated Steel,Round,Moderately well drained,7.6,6.2,0,Loam,None,Vermont,23,3
43.35654872,-72.44766102,30,High Density Polyethylene,Round,Well drained,7.7,5.5,0,Fine sandy loam,None,Vermont,13,3
43.47556229,-72.54176958,20,Corrugated Steel,Round,Well drained,4.6,5.5,0,Moderately decomposed plant material,None,Vermont,5,4
43.46878227,-72.58185188,50,Corrugated Steel,Round,Somewhat excessively drained,2.2,5.3,0,Loamy sand,None,Vermont,5,3
43.50433374,-72.55982507,30,High Density Polyethylene,Round,Somewhat excessively drained,7.4,5.3,0,Moderately decomposed plant material,None,Vermont,2,4
43.3344086,-72.46474451,40,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0,Slightly decomposed plant material,None,Vermont,4,4
43.26129511,-72.49094669,50,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.4,0,Moderately decomposed plant material,None,Vermont,16,3
43.3255044,-72.71611645,60,High Density Polyethylene,Round,Well drained,3.8,5.2,0,Slightly decomposed plant material,None,Vermont,19,4
43.42791922,-73.05185593,40,Poly Vinyl Chloride,Round,Moderately well drained,7.5,6.2,0,Loam,None,Vermont,21,3
43.25800892,-72.75195754,20,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,16,4
42.85790415,-72.82179037,40,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0,Loam,None,Vermont,3,4
44.58071516,-72.91546235,40,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0,Moderately decomposed plant material,None,Vermont,4,3
42.76854872,-72.75082783,40,Poly Vinyl Chloride,Round,Well drained,3.1,5.6,0,Fine sandy loam,None,Vermont,3,4
43.45444848,-72.61604639,36,High Density Polyethylene,Round,Very poorly drained,12.1,6.1,0,Muck,None,Vermont,6,3
43.48310988,-72.45212528,40,Corrugated Steel,Round,Moderately well drained,5.8,6.3,0,Loam,None,Vermont,20,3
43.32877258,-72.69814859,40,High Density Polyethylene,Round,Well drained,3.3,5.4,0,Moderately decomposed plant material,None,Vermont,0,3
42.9168521,-72.82778282,55,Poly Vinyl Chloride,Round,Poorly drained,6.2,5.1,0,Peat,None,Vermont,2,4
43.46109987,-72.6493615,30,High Density Polyethylene,Round,Well drained,10,4.8,0,Moderately decomposed plant material,None,Vermont,0,4
