Budget (USD),Duration (Months),NumWorkers,SafetyIncidents,Location,ProjectType,MaterialType,ProjectPhase
2853808.745,33.78960925,214,10,Dallas,Commercial,Brick,Execution
4280526.336,32.61537536,235,11,San Antonio,Infrastructure,Concrete,Planning
3077361.704,35.45490213,240,9,San Jose,Commercial,Glass,Execution
702210.3906,5.46218169,38,2,Dallas,Commercial,Brick,Planning
634872.4348,10.61004907,101,1,San Jose,Infrastructure,Glass,Execution
853009.5373,29.26365745,61,2,New York,Industrial,Brick,Planning
1978539.571,22.23858463,119,4,Chicago,Commercial,Concrete,Execution
2883989.352,31.1970225,210,8,San Jose,Infrastructure,Wood,Planning
2031971.278,14.8616243,175,4,Philadelphia,Infrastructure,Steel,Execution
3170179.592,29.31314106,208,8,New York,Residential,Steel,Planning
815226.6044,3.744432118,68,1,Chicago,Infrastructure,Concrete,Execution
806198.3735,6.886502401,46,1,Phoenix,Commercial,Steel,Closing
549171.8466,6.161012174,49,1,Houston,Commercial,Glass,Execution
3106901.13,34.43827713,194,10,Dallas,Industrial,Glass,Planning
4469935.908,38.36651893,229,9,Los Angeles,Commercial,Steel,Planning
3039458.453,31.55654337,234,9,Los Angeles,Residential,Glass,Planning
3171690.223,28.82689715,201,7,New York,Residential,Concrete,Closing
727534.3901,8.895152002,62,2,San Jose,Infrastructure,Glass,Execution
4383643.593,34.13060018,246,12,Houston,Industrial,Glass,Closing
874823.9634,13.14172755,50,0,San Jose,Infrastructure,Concrete,Execution
1856318.547,24.47462188,144,6,New York,Infrastructure,Glass,Closing
716576.3839,10.73356843,74,0,Houston,Infrastructure,Concrete,Closing
3210389.524,25.00969686,192,8,Philadelphia,Commercial,Wood,Planning
2980907.151,21.11876833,198,7,Philadelphia,Commercial,Concrete,Execution
799876.7367,17.8872664,48,1,New York,Residential,Concrete,Execution
3102158.418,35.15290293,187,9,Philadelphia,Infrastructure,Steel,Planning
2901375.436,37.21816002,175,9,Dallas,Residential,Steel,Execution
4775299.29,41.5656607,264,11,New York,Commercial,Steel,Execution
1683761.86,24.47519157,140,5,New York,Infrastructure,Wood,Planning
1174431.239,15.1623263,20,1,Los Angeles,Industrial,Glass,Closing
1927511.812,14.40165053,124,6,San Jose,Residential,Steel,Execution
4378529.113,39.61389477,259,10,Houston,Infrastructure,Brick,Closing
1500118.857,31.45471286,122,3,Philadelphia,Residential,Wood,Closing
4604450.127,39.51042377,295,11,Philadelphia,Residential,Brick,Execution
2110010.42,15.15827773,152,4,New York,Residential,Brick,Planning
3136713.865,23.17022144,224,8,Los Angeles,Commercial,Concrete,Planning
917138.4224,4.351465727,61,2,Houston,Residential,Concrete,Closing
1661408.637,19.50830187,130,4,New York,Residential,Concrete,Closing
861958.0896,15.40390363,67,1,Chicago,Infrastructure,Wood,Planning
3123154.23,36.01942219,197,8,Los Angeles,Residential,Brick,Closing
897693.316,10.85684141,48,1,San Antonio,Industrial,Brick,Planning
1887150.48,20.92275652,181,7,Philadelphia,Residential,Wood,Closing
1001151.225,5.526963489,46,1,Philadelphia,Infrastructure,Concrete,Planning
583528.8854,12.35707778,39,2,San Diego,Residential,Concrete,Planning
2145525.909,20.25972943,165,5,Philadelphia,Industrial,Glass,Planning
1973196.567,20.07344097,134,6,New York,Infrastructure,Brick,Execution
4599239.837,37.32341644,260,12,Chicago,Residential,Wood,Execution
4563490.652,38.33569798,248,9,Phoenix,Commercial,Glass,Planning
2111665.383,20.38002696,161,4,San Diego,Residential,Brick,Execution
1957311.426,27.45363068,153,5,Houston,Infrastructure,Brick,Execution
2954280.017,25.02825313,149,8,San Jose,Infrastructure,Steel,Planning
585555.9209,11.21843606,55,0,San Jose,Industrial,Concrete,Closing
4471570.693,41.69343659,271,11,San Jose,Residential,Steel,Execution
4242567.286,33.01440907,238,11,Chicago,Commercial,Concrete,Execution
2861057.374,27.95358781,190,8,Houston,Infrastructure,Concrete,Planning
2260868.049,11.68754006,171,6,Los Angeles,Commercial,Brick,Planning
4388776.251,39.34969853,283,9,Dallas,Commercial,Steel,Planning
2986564.342,26.42120005,214,9,San Antonio,Industrial,Glass,Execution
888028.7983,7.993897641,54,1,Phoenix,Commercial,Brick,Execution
219806.0383,15.45753426,75,0,San Diego,Infrastructure,Concrete,Closing
2076387.09,22.15020824,171,5,San Jose,Industrial,Glass,Execution
2380238.137,19.69669593,136,3,San Jose,Industrial,Wood,Closing
3053072.47,27.08620671,151,8,Chicago,Industrial,Concrete,Execution
2085763.3,23.46552804,154,5,Chicago,Industrial,Brick,Planning
661991.1027,10.65370289,79,0,San Antonio,Residential,Brick,Planning
2015364.378,13.58503888,170,5,San Antonio,Infrastructure,Concrete,Execution
609589.3812,8.361689267,42,0,San Jose,Industrial,Glass,Execution
4337799.827,34.42976775,255,10,San Antonio,Infrastructure,Concrete,Closing
2955359.549,37.44931719,168,7,Dallas,Commercial,Concrete,Execution
4464181.343,41.97909891,264,11,Philadelphia,Residential,Brick,Planning
4378699.322,42.27952098,241,9,Chicago,Residential,Concrete,Planning
964726.35,4.867423503,53,0,Los Angeles,Industrial,Concrete,Planning
3043355.113,24.51348736,188,7,San Jose,Commercial,Wood,Planning
4537035.107,42.12722432,254,11,San Jose,Industrial,Concrete,Planning
2247656.614,20.10635788,156,7,Phoenix,Industrial,Steel,Closing
4551439.794,38.79667413,250,10,Dallas,Residential,Brick,Closing
805993.7253,4.372554764,99,1,San Diego,Industrial,Steel,Closing
629872.262,8.541531251,38,3,Philadelphia,Industrial,Glass,Closing
747300.5551,4.711445355,66,0,Phoenix,Infrastructure,Brick,Execution
2040113.839,25.74318675,130,5,San Diego,Residential,Wood,Planning
761144.9825,15.47095759,16,3,Dallas,Residential,Concrete,Closing
2964887.211,33.34327402,202,9,San Diego,Commercial,Concrete,Closing
645455.3959,15.24504613,36,0,Dallas,Commercial,Brick,Closing
989009.3258,2.384065476,39,1,Dallas,Infrastructure,Concrete,Execution
807954.9714,20.37700399,67,1,Los Angeles,Residential,Concrete,Closing
1786977.267,18.47387648,138,5,Chicago,Infrastructure,Glass,Planning
2948764.05,28.79251277,199,8,New York,Industrial,Wood,Planning
1980282.374,20.09424811,164,5,San Antonio,Residential,Wood,Closing
2914151.116,32.94276635,168,8,Phoenix,Infrastructure,Concrete,Execution
4378354.699,41.81557814,256,8,San Diego,Industrial,Wood,Execution
1872207.65,13.38455103,183,6,Houston,Residential,Steel,Execution
1974292.498,10.59075477,139,5,Los Angeles,Industrial,Concrete,Planning
4479313.755,33.80473649,292,12,San Antonio,Residential,Wood,Execution
4933011.214,45.95274297,254,11,Houston,Commercial,Glass,Closing
2011329.985,22.64846377,149,5,Dallas,Infrastructure,Wood,Closing
580641.2564,2.425763877,41,2,San Diego,Commercial,Concrete,Closing
4236573.616,43.88013957,230,9,Los Angeles,Infrastructure,Concrete,Execution
4785771.542,32.62933934,238,10,New York,Infrastructure,Concrete,Closing
2079844.625,23.2359797,140,7,Dallas,Commercial,Glass,Execution
3032952.168,30.25443851,203,8,Dallas,Commercial,Steel,Closing
4690309.954,34.89418771,259,10,San Jose,Residential,Brick,Planning
1870144.491,13.88029867,151,4,Philadelphia,Residential,Steel,Closing
752600.3784,17.26767039,45,4,Philadelphia,Residential,Concrete,Planning
4641215.783,38.78659362,229,11,Phoenix,Residential,Wood,Planning
3131849.134,34.68785069,168,7,Dallas,Industrial,Brick,Execution
4822955.758,38.38985923,277,9,San Diego,Infrastructure,Steel,Execution
705807.1652,10.13442919,54,0,New York,Industrial,Wood,Closing
1950787.502,15.78376702,193,5,Dallas,Commercial,Brick,Execution
4749900.98,33.33611301,243,9,Los Angeles,Industrial,Wood,Planning
613995.0557,11.16126849,56,0,Phoenix,Infrastructure,Wood,Execution
4695684.422,42.61071273,228,10,San Jose,Infrastructure,Glass,Execution
831650.5511,1.487081979,71,1,Houston,Commercial,Steel,Execution
3014407.372,28.93895515,181,8,San Jose,Residential,Concrete,Planning
2909997.428,36.28574608,189,8,Dallas,Residential,Brick,Execution
1869184.863,10.84683552,160,6,Dallas,Industrial,Brick,Planning
624606.5884,19.06224279,64,0,San Antonio,Commercial,Concrete,Execution
2073457.463,29.19091838,146,5,San Antonio,Residential,Wood,Closing
717742.8577,12.02025428,88,1,Los Angeles,Residential,Concrete,Planning
901397.7233,5.389173379,67,2,San Antonio,Residential,Glass,Planning
3349916.781,36.90727039,174,9,San Diego,Commercial,Wood,Closing
700564.5235,6.59007876,30,1,Los Angeles,Residential,Concrete,Closing
3482523.084,33.92302144,200,8,San Diego,Industrial,Glass,Closing
2990897.551,27.87881833,189,8,New York,Residential,Glass,Planning
2899405.046,31.31743608,206,8,San Jose,Industrial,Wood,Closing
1887566.395,18.95389063,116,4,Phoenix,Infrastructure,Wood,Closing
2962620.768,21.84763378,224,9,San Antonio,Commercial,Wood,Planning
584900.5606,8.393070792,58,0,San Jose,Residential,Steel,Closing
1039395.577,10.98277388,71,0,San Antonio,Residential,Glass,Closing
2414816.534,15.40307704,99,5,Los Angeles,Residential,Steel,Execution
2345508.634,22.18161835,151,5,Chicago,Industrial,Concrete,Execution
564613.9057,9.70237322,-15,0,Chicago,Commercial,Brick,Closing
2183815.297,18.54862728,155,5,San Jose,Residential,Concrete,Planning
2322444.126,24.48419658,145,4,Houston,Infrastructure,Glass,Closing
2135585.174,17.56044296,193,4,Dallas,Infrastructure,Glass,Closing
2058711.586,13.21709098,159,5,New York,Residential,Brick,Execution
4271396.138,44.10079093,249,10,Los Angeles,Residential,Brick,Planning
4546557.349,36.21618011,206,11,New York,Commercial,Steel,Planning
3051550.508,23.79119712,207,8,San Jose,Commercial,Concrete,Planning
1906937.909,19.47025823,203,3,San Jose,Residential,Steel,Planning
1119327.399,4.649576168,19,0,Phoenix,Industrial,Wood,Closing
2244206.739,22.91048852,145,4,Chicago,Industrial,Concrete,Planning
735966.8577,1.695195332,59,1,San Jose,Commercial,Glass,Closing
1176606.675,0.239561002,47,2,Los Angeles,Residential,Concrete,Execution
2953826.725,37.26630332,173,9,Los Angeles,Infrastructure,Concrete,Planning
3008183.835,24.98906272,215,7,Chicago,Residential,Wood,Execution
4340011.899,30.45998931,242,11,Chicago,Infrastructure,Steel,Closing
4109779.627,40.71793968,214,11,New York,Infrastructure,Brick,Execution
3162279.311,24.25868356,216,10,Los Angeles,Industrial,Glass,Execution
2396097.569,30.91924772,236,9,Chicago,Infrastructure,Steel,Closing
3059124.898,22.41678725,230,7,San Jose,Industrial,Glass,Planning
2172094.698,17.08461281,147,5,Los Angeles,Infrastructure,Wood,Closing
4354079.506,41.80708659,224,11,Dallas,Industrial,Glass,Planning
2279871.087,24.62316841,151,4,Chicago,Industrial,Brick,Planning
394255.9502,17.48022156,63,1,Dallas,Infrastructure,Wood,Planning
1762480.316,21.54910355,163,5,San Jose,Residential,Brick,Execution
2889892.63,23.89643787,190,8,Houston,Infrastructure,Glass,Closing
1676973.637,25.82369677,135,4,Dallas,Residential,Glass,Closing
4305324.232,45.03566668,257,10,Dallas,Infrastructure,Wood,Closing
3114122.599,34.8409233,193,7,San Jose,Infrastructure,Wood,Closing
4544867.931,44.52008777,244,11,San Jose,Commercial,Concrete,Execution
1994718.849,21.40080579,134,5,Chicago,Commercial,Steel,Planning
2480683.117,19.71190601,154,6,San Antonio,Residential,Steel,Execution
485953.3586,19.15729383,74,1,Dallas,Commercial,Steel,Closing
2472850.452,30.01687753,207,9,Los Angeles,Industrial,Concrete,Planning
443177.1659,16.38838411,57,0,Dallas,Industrial,Wood,Closing
4388890.644,41.02194516,226,10,Philadelphia,Industrial,Wood,Planning
2812698.725,26.66110222,206,8,San Antonio,Residential,Brick,Planning
1875246.208,29.57015677,146,5,New York,Residential,Wood,Planning
4515715.406,29.35632953,259,9,Houston,Residential,Brick,Execution
4153759.739,47.47469114,251,10,San Diego,Commercial,Concrete,Closing
4708344.933,42.91772152,247,11,Phoenix,Industrial,Brick,Closing
2144476.272,18.13583424,185,5,Houston,Commercial,Steel,Closing
3139107.552,34.24551055,194,8,Houston,Infrastructure,Steel,Planning
741968.4099,2.846124489,53,0,Phoenix,Industrial,Concrete,Planning
2781613.22,34.4512375,203,9,Phoenix,Commercial,Brick,Closing
4501435.693,29.56761171,253,12,Los Angeles,Industrial,Brick,Execution
705307.4429,13.57000247,59,1,San Diego,Residential,Wood,Planning
1799933.735,16.61127515,160,5,Los Angeles,Industrial,Wood,Execution
4487184.447,42.68145455,206,10,San Antonio,Infrastructure,Steel,Planning
3020371.259,37.74510076,175,7,San Antonio,Commercial,Steel,Planning
3069930.009,22.17598614,202,8,San Jose,Commercial,Steel,Execution
3316108.137,24.92452904,184,7,Dallas,Industrial,Glass,Execution
3095271.554,32.5273508,221,11,Dallas,Commercial,Brick,Execution
606311.1557,8.932764241,56,2,Los Angeles,Residential,Brick,Closing
1925558.645,25.4437431,188,7,San Diego,Infrastructure,Wood,Planning
3015191.054,33.71341209,210,7,Phoenix,Commercial,Brick,Closing
728593.928,4.823788388,39,0,New York,Residential,Concrete,Planning
4455505.021,50.23431098,237,10,Philadelphia,Residential,Concrete,Planning
1994695.748,15.59062674,147,4,Chicago,Commercial,Concrete,Planning
1604140.038,23.73955128,129,5,San Diego,Industrial,Wood,Closing
2091177.554,30.82501172,137,6,San Jose,Commercial,Brick,Planning
894334.4128,4.354741144,40,1,San Antonio,Commercial,Glass,Planning
765473.6615,5.693578993,80,2,San Antonio,Commercial,Brick,Closing
924464.1273,10.91671003,94,0,San Jose,Commercial,Wood,Planning
375841.6158,8.24243258,50,3,San Antonio,Infrastructure,Brick,Execution
4879553.403,35.26053641,233,11,Houston,Infrastructure,Steel,Execution
3143076.263,33.59092863,209,8,Houston,Infrastructure,Steel,Planning
4627732.034,45.29059163,257,10,San Jose,Industrial,Wood,Closing
1601252.871,21.87028285,175,4,Dallas,Commercial,Brick,Planning
1965385.635,20.07789524,128,4,San Jose,Infrastructure,Concrete,Closing
3186438.313,28.81722356,223,7,Houston,Industrial,Glass,Closing
4467132.959,41.06046677,230,9,Chicago,Residential,Glass,Execution
663100.7545,8.454139383,54,1,New York,Commercial,Glass,Execution
588301.2794,7.491214782,68,1,San Jose,Commercial,Steel,Closing
2890088.573,34.29793943,192,8,San Jose,Commercial,Steel,Planning
942675.2258,12.06390463,66,3,Chicago,Infrastructure,Glass,Planning
4226835.169,39.25515345,260,12,New York,Infrastructure,Brick,Planning
2494087.984,28.5169627,205,7,Philadelphia,Commercial,Steel,Closing
2893757.141,32.41938326,178,9,Philadelphia,Infrastructure,Brick,Planning
4096302.427,40.72531873,266,10,Philadelphia,Residential,Steel,Closing
1812912.26,25.42991058,139,6,Philadelphia,Infrastructure,Brick,Planning
2621277.067,31.06646854,200,7,Houston,Infrastructure,Concrete,Execution
791772.719,0.201649381,23,1,Dallas,Infrastructure,Concrete,Planning
2926144.572,30.71694234,164,8,Philadelphia,Commercial,Wood,Planning
2415052.175,16.55406091,185,5,Houston,Infrastructure,Glass,Execution
1879726.471,21.59890967,118,5,Houston,Residential,Brick,Execution
3176466.612,27.73954834,191,8,San Jose,Infrastructure,Glass,Closing
1063104.806,9.671248695,39,3,Los Angeles,Commercial,Wood,Planning
2122703.595,14.88603717,145,3,San Antonio,Commercial,Steel,Planning
3082973.1,32.31644265,201,9,Los Angeles,Industrial,Brick,Planning
743057.6461,4.156609812,73,2,San Diego,Industrial,Glass,Closing
2217179.113,22.37349116,149,6,Dallas,Commercial,Steel,Planning
1761214.999,20.71471547,185,7,Chicago,Industrial,Glass,Execution
4600548.961,27.5336459,231,12,Los Angeles,Commercial,Glass,Closing
4556201.85,29.33702187,270,10,Houston,Residential,Brick,Planning
1890751.11,21.95902003,120,5,San Antonio,Residential,Steel,Planning
2064633.543,19.26198707,141,3,Los Angeles,Infrastructure,Glass,Planning
3052088.453,27.30579072,180,6,Chicago,Infrastructure,Concrete,Planning
3312577.754,28.63003459,195,8,Dallas,Commercial,Brick,Planning
4471924.988,41.53806334,240,11,San Antonio,Residential,Brick,Closing
2928331.97,26.76229097,215,8,Los Angeles,Industrial,Glass,Execution
2004843.891,27.06110278,148,5,New York,Commercial,Steel,Execution
3038127.118,34.7065529,179,8,Philadelphia,Residential,Steel,Closing
4315087.177,32.01200415,243,10,San Jose,Infrastructure,Concrete,Planning
4678590.774,49.14810101,242,11,Houston,Industrial,Glass,Execution
1995726.541,16.2639416,102,6,Chicago,Industrial,Steel,Closing
3390831.487,27.47126648,179,9,Chicago,Commercial,Glass,Closing
2199602.022,5.518723109,192,5,Phoenix,Residential,Wood,Planning
582055.6316,7.003036773,8,0,San Diego,Industrial,Brick,Execution
2038876.86,18.23416854,157,5,Philadelphia,Commercial,Glass,Execution
2127610.22,22.50422237,114,4,New York,Infrastructure,Steel,Planning
632127.0486,14.24801049,57,0,Dallas,Commercial,Brick,Closing
3046014.152,32.48871545,213,8,New York,Infrastructure,Concrete,Planning
4656574.747,37.84437215,258,11,Chicago,Commercial,Steel,Execution
4717753.931,38.11849638,250,9,New York,Infrastructure,Brick,Execution
1761272.634,24.59577087,170,4,Philadelphia,Residential,Glass,Execution
1879557.588,22.34387128,130,5,Chicago,Residential,Glass,Execution
4584813.372,40.19723524,221,9,New York,Infrastructure,Concrete,Planning
1996116.079,18.48410109,166,3,Houston,Infrastructure,Concrete,Closing
859419.4762,8.989036738,46,2,Phoenix,Infrastructure,Brick,Execution
595434.9571,8.815906966,40,1,San Jose,Residential,Glass,Execution
4580096.277,40.65532593,248,9,Houston,Residential,Wood,Execution
3077264.664,28.9776439,235,10,Philadelphia,Commercial,Concrete,Execution
881708.8545,20.05102269,46,0,Chicago,Residential,Glass,Planning
4300970.304,39.09248419,206,10,San Jose,Commercial,Steel,Planning
3135828.555,28.4897725,193,9,Phoenix,Commercial,Brick,Planning
4409090.456,38.90673361,248,10,Houston,Infrastructure,Glass,Planning
2906838.886,29.24581144,199,8,San Jose,Infrastructure,Steel,Planning
3918602.356,38.12588972,229,8,San Diego,Residential,Brick,Closing
4747916.801,38.01885161,271,11,Houston,Industrial,Steel,Execution
1965963.075,17.73385975,164,6,Houston,Infrastructure,Glass,Closing
1996938.03,22.8964575,152,4,Philadelphia,Commercial,Steel,Planning
1948191.571,19.01825075,149,5,San Jose,Commercial,Brick,Closing
1688683.62,17.8594242,180,6,Phoenix,Residential,Brick,Closing
1975810.37,22.09766222,132,5,San Antonio,Residential,Concrete,Execution
772703.4691,13.31065337,82,0,San Diego,Commercial,Concrete,Execution
4442290.261,36.08123239,285,9,Los Angeles,Industrial,Brick,Closing
4545052.823,43.46361378,225,12,San Antonio,Infrastructure,Wood,Planning
4569512.323,40.4334885,257,10,Philadelphia,Residential,Glass,Closing
2654838.654,26.61217674,224,7,Philadelphia,Commercial,Concrete,Execution
4289971.852,43.78747575,277,11,San Jose,Industrial,Steel,Closing
627442.2619,8.0614922,56,1,San Diego,Residential,Wood,Planning
868130.9661,15.5435179,66,2,San Jose,Industrial,Steel,Closing
3087347.71,32.02147377,225,7,Los Angeles,Commercial,Brick,Closing
1808975.484,22.11799533,191,4,San Antonio,Residential,Concrete,Planning
1639372.065,12.07932028,155,6,San Jose,Commercial,Concrete,Planning
2842802.793,23.09477698,206,9,San Antonio,Infrastructure,Steel,Planning
1866381.909,24.96021175,147,4,Phoenix,Infrastructure,Concrete,Execution
407373.0942,16.76936187,48,2,Phoenix,Commercial,Wood,Closing
2815628.037,24.98021314,204,8,Philadelphia,Infrastructure,Steel,Execution
1979110.156,19.15589138,151,6,San Antonio,Commercial,Concrete,Closing
2878659.941,31.05641846,224,8,Houston,Industrial,Concrete,Execution
2022654.082,12.80861011,168,4,San Antonio,Industrial,Wood,Execution
2973705.481,34.13023586,191,6,Houston,Residential,Steel,Closing
4452377.913,40.23001374,232,11,Phoenix,Residential,Glass,Closing
2822151.834,34.77650279,218,9,San Diego,Industrial,Glass,Closing
3167788.1,26.91373407,189,7,San Diego,Infrastructure,Wood,Execution
2154339.742,5.757286897,173,3,San Jose,Industrial,Concrete,Execution
2853165.24,30.40997778,209,9,San Jose,Commercial,Glass,Planning
4535057.356,33.31637281,242,10,Los Angeles,Commercial,Brick,Planning
4676281.506,43.60567681,232,11,San Antonio,Industrial,Glass,Execution
1805668.653,13.10190918,137,6,San Diego,Commercial,Brick,Closing
3292835.448,34.98429387,206,10,Chicago,Industrial,Steel,Closing
1790617.803,22.68326376,174,6,San Diego,Infrastructure,Glass,Execution
1781537.447,18.41795775,174,5,Philadelphia,Commercial,Steel,Execution
3017178.601,18.90349814,195,7,Chicago,Residential,Glass,Closing
4187701.356,47.51709914,243,10,Los Angeles,Industrial,Brick,Execution
460397.2199,-0.994029783,59,0,San Antonio,Infrastructure,Steel,Planning
4546289.185,43.23244769,246,9,Dallas,Commercial,Concrete,Planning
646477.7402,11.11893976,50,2,San Antonio,Commercial,Steel,Planning
2192970.327,28.07791412,125,4,Los Angeles,Residential,Concrete,Planning
1569636.92,16.4042334,146,4,San Antonio,Commercial,Concrete,Planning
4333609.017,36.80858637,234,9,New York,Commercial,Brick,Closing
431114.4682,7.003124885,50,1,Phoenix,Industrial,Glass,Planning
769399.193,12.97578513,34,3,Chicago,Residential,Wood,Planning
2204514.086,32.19876203,178,6,Chicago,Infrastructure,Concrete,Closing
4444037.932,35.17731103,260,9,Houston,Commercial,Glass,Closing
1965474.54,24.41829969,163,3,Los Angeles,Infrastructure,Brick,Closing
2048150.636,33.00841557,161,3,San Antonio,Infrastructure,Concrete,Planning
3134096.123,24.64071383,169,9,San Jose,Commercial,Glass,Planning
454295.6019,6.400778958,41,2,San Diego,Industrial,Concrete,Execution
4357063.865,42.60639953,256,10,Dallas,Commercial,Glass,Planning
2964645.167,22.25690851,190,8,San Diego,Residential,Glass,Execution
2182716.925,15.98410525,180,5,San Diego,Commercial,Brick,Planning
1856635.536,10.66731691,148,5,Dallas,Residential,Concrete,Execution
2846171.53,25.30048449,217,8,Phoenix,Industrial,Concrete,Planning
2335540.163,17.23205879,161,7,Houston,Infrastructure,Steel,Execution
2012894.883,10.12266717,131,5,Philadelphia,Commercial,Steel,Planning
2326686.306,14.26827303,156,4,Phoenix,Residential,Steel,Execution
1060100.099,5.008229796,70,1,San Antonio,Commercial,Steel,Planning
2009772.014,20.20295846,136,4,Philadelphia,Residential,Concrete,Closing
2263423.013,19.40965737,108,4,San Antonio,Industrial,Wood,Closing
4707217.53,32.88512537,231,10,Los Angeles,Residential,Concrete,Execution
703169.3251,8.829315215,82,2,Chicago,Infrastructure,Steel,Execution
2374659.555,25.40024033,141,6,Philadelphia,Residential,Wood,Closing
4630995.117,44.05399323,230,10,San Antonio,Industrial,Wood,Closing
803410.0532,14.44815398,52,2,Philadelphia,Infrastructure,Brick,Planning
635267.5986,7.265705294,49,0,Houston,Industrial,Glass,Planning
2124314.378,18.15194832,158,5,New York,Residential,Brick,Closing
643899.7705,7.120908797,44,0,Phoenix,Commercial,Wood,Planning
749279.4922,4.208176554,80,2,Phoenix,Residential,Concrete,Planning
1003382.23,6.461652672,59,2,Phoenix,Residential,Concrete,Closing
4917209.41,34.92620253,243,10,Houston,Infrastructure,Steel,Planning
3006559.399,26.20752333,195,7,Los Angeles,Industrial,Steel,Planning
3000105.592,33.00603374,171,6,Dallas,Industrial,Brick,Planning
344971.4827,10.93227157,37,2,Dallas,Commercial,Brick,Execution
2932972.444,31.71168917,231,9,Phoenix,Industrial,Steel,Closing
4252514.672,40.54704236,277,10,New York,Infrastructure,Concrete,Planning
2624689.459,33.09855723,187,7,Chicago,Infrastructure,Steel,Planning
848663.5802,10.92418062,33,2,Los Angeles,Commercial,Glass,Execution
2025044.901,17.85297229,152,6,San Jose,Residential,Wood,Planning
4839144.576,49.48644347,253,11,Phoenix,Residential,Concrete,Execution
878544.552,16.64576265,54,2,San Antonio,Commercial,Glass,Planning
850183.4375,5.112223776,52,2,San Jose,Infrastructure,Steel,Closing
552854.7907,12.52023258,39,0,Philadelphia,Industrial,Steel,Execution
2087311.961,24.51967421,103,4,Chicago,Industrial,Glass,Execution
4680079.718,42.2561266,274,9,Los Angeles,Industrial,Brick,Planning
3334690.418,36.70230526,174,9,Chicago,Residential,Concrete,Planning
2033692.195,26.58798768,130,6,Los Angeles,Residential,Wood,Planning
4425628.424,36.35769189,256,12,Los Angeles,Commercial,Steel,Execution
4588839.665,45.50661479,259,11,San Antonio,Infrastructure,Glass,Execution
4656426,36.04550309,234,11,Los Angeles,Industrial,Wood,Planning
3140901.308,33.94528344,202,9,Phoenix,Commercial,Wood,Planning
921531.9246,9.20030735,50,0,Phoenix,Commercial,Wood,Closing
788219.8136,10.23218274,23,2,Chicago,Infrastructure,Glass,Planning
2302689.949,23.15405842,130,7,Houston,Infrastructure,Steel,Closing
1877319.467,18.48765157,142,5,Houston,Infrastructure,Brick,Execution
696118.6331,13.58771128,80,1,San Antonio,Residential,Concrete,Execution
892191.9936,12.22131656,43,2,Houston,Residential,Steel,Execution
381825.1537,3.602115166,38,1,Los Angeles,Infrastructure,Concrete,Execution
3106963.467,36.14490251,187,8,Philadelphia,Commercial,Wood,Execution
3087900.246,33.89468252,209,10,Phoenix,Commercial,Brick,Closing
3002854.614,25.2303029,192,9,Los Angeles,Industrial,Wood,Closing
2899164.034,29.59238663,207,8,San Antonio,Industrial,Wood,Planning
1687490.829,17.35473661,166,4,New York,Residential,Concrete,Closing
4307058.915,48.14234277,244,12,Chicago,Industrial,Wood,Planning
935235.5095,19.5470832,22,2,San Diego,Commercial,Wood,Planning
3083679.644,37.00799296,213,6,Los Angeles,Industrial,Glass,Execution
771878.9589,13.62883312,60,1,Phoenix,Residential,Brick,Execution
769535.2197,6.134951081,50,1,San Antonio,Commercial,Glass,Planning
3099972.825,23.00346913,207,6,New York,Infrastructure,Steel,Planning
2026708.181,19.23765082,164,6,Chicago,Infrastructure,Glass,Planning
593349.3415,8.389692419,66,0,Phoenix,Industrial,Glass,Execution
849342.8306,9.308678494,63,3,San Diego,Industrial,Wood,Execution
3177377.478,27.89619103,148,8,Los Angeles,Infrastructure,Wood,Closing
4264126.176,40.86127193,263,12,New York,Commercial,Glass,Execution
655792.3389,11.16024969,21,0,Los Angeles,Commercial,Steel,Closing
4398038.661,40.17220506,200,9,Phoenix,Industrial,Concrete,Execution
622452.0031,7.345015225,38,0,New York,Commercial,Glass,Closing
4133663.551,34.74345044,280,12,San Antonio,Industrial,Concrete,Closing
4260060.494,28.41928069,267,9,Phoenix,Commercial,Brick,Execution
4527977.447,44.98059107,222,10,Phoenix,Industrial,Steel,Execution
823734.6618,8.033305938,51,2,Houston,Infrastructure,Glass,Closing
2937388.394,29.99645703,175,9,San Jose,Industrial,Concrete,Planning
665962.6366,8.591076956,23,0,Dallas,Industrial,Glass,Planning
1730574.742,15.14192981,174,4,Chicago,Industrial,Concrete,Planning
4461146.174,36.2210425,271,12,San Diego,Commercial,Concrete,Execution
3485343.297,32.16479913,172,7,Phoenix,Commercial,Concrete,Execution
2107659.216,25.36253669,143,4,Houston,Infrastructure,Wood,Execution
3224870.672,28.32961385,211,7,Phoenix,Industrial,Steel,Execution
3036766.903,43.46516832,207,7,Chicago,Residential,Brick,Planning
1818853.54,16.73116831,138,6,Philadelphia,Industrial,Concrete,Execution
4403287.703,36.93916541,260,10,Philadelphia,Commercial,Brick,Planning
982632.7504,10.05116531,30,1,Philadelphia,Residential,Brick,Closing
604572.5648,8.762406822,49,2,New York,Industrial,Steel,Planning
3114625.563,21.07066754,193,8,San Diego,Industrial,Concrete,Closing
4529104.24,36.92938717,253,12,Phoenix,Infrastructure,Brick,Planning
4903055.022,46.4532223,242,9,Houston,Infrastructure,Glass,Planning
2907119.148,32.31030447,216,8,San Antonio,Commercial,Concrete,Execution
1212931.713,0.663674037,64,0,San Jose,Industrial,Concrete,Execution
