Budget (USD),Duration (Months),NumWorkers,SafetyIncidents,Location,ProjectType,MaterialType,ProjectPhase
2874147.3212614423,37.6686385495825,189,6,Phoenix,Commercial,Brick,Execution
642048.0639381277,6.108476372988436,54,0,Dallas,Infrastructure,Wood,Closing
2998880.7962341905,33.34370827796256,178,8,New York,Industrial,Concrete,Closing
3125905.9168443624,25.97842120170004,218,7,Philadelphia,Commercial,Steel,Closing
3050633.047607596,34.10172006306228,199,8,Dallas,Infrastructure,Steel,Closing
4632940.549066622,37.23539581316349,270,10,Dallas,Infrastructure,Brick,Execution
548796.5237000596,3.92905693606134,73,2,Chicago,Infrastructure,Steel,Closing
2856233.522478254,33.725026564386404,196,8,San Jose,Infrastructure,Glass,Planning
815385.4747528326,8.904497355955678,67,0,San Jose,Residential,Glass,Execution
1921648.370191236,15.387949077507487,182,5,Philadelphia,Residential,Wood,Planning
4585663.338475048,40.38578248108858,238,10,San Diego,Commercial,Concrete,Planning
2189910.8270882647,12.575510157750482,99,6,Phoenix,Infrastructure,Brick,Execution
2037916.3233197487,25.005230462835705,96,6,San Diego,Residential,Concrete,Planning
1967973.440886672,23.356700382252328,154,4,Los Angeles,Industrial,Brick,Execution
762046.0419882053,22.31621056242643,46,1,Houston,Residential,Glass,Closing
2764881.078875029,25.524650788616977,212,7,New York,Infrastructure,Glass,Planning
2709764.861989688,29.93955526076973,175,8,Dallas,Commercial,Glass,Planning
2782969.8946884405,25.872947350105225,259,9,Chicago,Infrastructure,Steel,Planning
644047.9592465922,12.56633716556678,52,2,San Jose,Residential,Brick,Execution
2858084.0290501653,23.707475446623327,196,8,New York,Commercial,Wood,Execution
3139765.684040507,32.104864721946946,210,7,Los Angeles,Residential,Brick,Closing
1040228.7215590084,14.796354130426035,93,0,San Jose,Commercial,Brick,Closing
2583177.4121002825,38.62348324880554,194,8,Phoenix,Infrastructure,Glass,Closing
4399643.161437694,33.13767226057949,256,10,Chicago,Residential,Concrete,Execution
537539.257254779,12.367962153175908,32,3,New York,Industrial,Glass,Closing
4323786.332667742,36.43889618175474,274,11,New York,Commercial,Concrete,Execution
4668146.89642591,41.03901253676657,224,9,Phoenix,Commercial,Brick,Execution
545753.4365738573,13.541782236496768,55,0,New York,Industrial,Steel,Planning
619871.4861756347,7.564373081176519,38,0,Phoenix,Industrial,Steel,Closing
4936819.346676092,42.85253604177258,238,9,Los Angeles,Industrial,Brick,Closing
4956330.367307768,36.91179161533152,219,8,Phoenix,Industrial,Brick,Closing
1973138.2517058903,24.05404136579891,166,3,Chicago,Residential,Steel,Planning
1565466.0907971929,24.23710838575211,139,5,Houston,Infrastructure,Steel,Execution
832686.9806447402,19.38397906279033,35,0,San Diego,Industrial,Wood,Planning
2696425.2506638383,28.214853995966955,218,9,New York,Residential,Glass,Closing
646542.3099799256,17.0467372009279,96,1,Houston,Residential,Brick,Planning
2880497.961061672,37.11184930849254,235,9,Philadelphia,Commercial,Steel,Planning
598173.4676892604,10.751968932381038,57,3,San Antonio,Infrastructure,Glass,Execution
474466.1264085818,5.310874800424386,60,2,Houston,Residential,Wood,Planning
2909350.318195397,37.26233767235372,207,8,Los Angeles,Infrastructure,Steel,Closing
2879203.874806154,28.852256723198263,167,8,San Antonio,Commercial,Brick,Closing
3284549.627219988,34.631077011207964,219,9,New York,Commercial,Glass,Planning
4514536.104865869,37.9425342771891,248,10,New York,Industrial,Glass,Planning
4431490.159828447,40.852318854982855,231,10,San Jose,Infrastructure,Brick,Closing
2853808.744856905,33.789609249618096,214,10,Dallas,Commercial,Brick,Execution
4280526.336205787,32.615375362340494,235,11,San Antonio,Infrastructure,Concrete,Planning
3077361.7041378403,35.454902125929834,240,9,San Jose,Commercial,Glass,Execution
702210.390626718,5.46218168979201,38,2,Dallas,Commercial,Brick,Planning
634872.4347524452,10.610049073226808,101,1,San Jose,Infrastructure,Glass,Execution
853009.5372612096,29.26365745327361,61,2,New York,Industrial,Brick,Planning
1978539.5711991545,22.238584629051388,119,4,Chicago,Commercial,Concrete,Execution
2883989.351725992,31.197022502676884,210,8,San Jose,Infrastructure,Wood,Planning
2031971.27839948,14.86162429537021,175,4,Philadelphia,Infrastructure,Steel,Execution
3170179.592433594,29.313141058003016,208,8,New York,Residential,Steel,Planning
815226.6044484236,3.744432118073485,68,1,Chicago,Infrastructure,Concrete,Execution
806198.3735470065,6.886502400897031,46,1,Phoenix,Commercial,Steel,Closing
549171.8466495865,6.161012174479358,49,1,Houston,Commercial,Glass,Execution
3106901.1296961103,34.43827712936918,194,10,Dallas,Industrial,Glass,Planning
4469935.9079456255,38.36651893406818,229,9,Los Angeles,Commercial,Steel,Planning
3039458.453126241,31.556543367214424,234,9,Los Angeles,Residential,Glass,Planning
3171690.223331333,28.826897150212933,201,7,New York,Residential,Concrete,Closing
727534.390061834,8.895152002333885,62,2,San Jose,Infrastructure,Glass,Execution
4383643.593321589,34.13060017795514,246,12,Houston,Industrial,Glass,Closing
874823.963410431,13.1417275463214,50,0,San Jose,Infrastructure,Concrete,Execution
1856318.5468861605,24.474621884722207,144,6,New York,Infrastructure,Glass,Closing
716576.3839366292,10.733568432166614,74,0,Houston,Infrastructure,Concrete,Closing
3210389.5235445835,25.009696863427934,192,8,Philadelphia,Commercial,Wood,Planning
2980907.150582185,21.11876833266774,198,7,Philadelphia,Commercial,Concrete,Execution
799876.7367421511,17.887266398817374,48,1,New York,Residential,Concrete,Execution
3102158.417705519,35.152902928120284,187,9,Philadelphia,Infrastructure,Steel,Planning
2901375.435520045,37.21816001734407,175,9,Dallas,Residential,Steel,Execution
4775299.290003908,41.56566070006578,264,11,New York,Commercial,Steel,Execution
1683761.8595935733,24.475191570380577,140,5,New York,Infrastructure,Wood,Planning
1174431.2394025263,15.162326302755734,20,1,Los Angeles,Industrial,Glass,Closing
1927511.8117193736,14.40165052686928,124,6,San Jose,Residential,Steel,Execution
4378529.113357558,39.61389477388477,259,10,Houston,Infrastructure,Brick,Closing
1500118.8570252853,31.45471286295371,122,3,Philadelphia,Residential,Wood,Closing
4604450.127203556,39.51042376778548,295,11,Philadelphia,Residential,Brick,Execution
2110010.41980491,15.158277725681824,152,4,New York,Residential,Brick,Planning
3136713.864640096,23.170221443997328,224,8,Los Angeles,Commercial,Concrete,Planning
917138.4224130284,4.3514657267119095,61,2,Houston,Residential,Concrete,Closing
1661408.6371609229,19.50830186602625,130,4,New York,Residential,Concrete,Closing
861958.089586208,15.403903627773108,67,1,Chicago,Infrastructure,Wood,Planning
3123154.2299542283,36.01942218584408,197,8,Los Angeles,Residential,Brick,Closing
897693.315999082,10.856841405949853,48,1,San Antonio,Industrial,Brick,Planning
1887150.4802685224,20.922756515985185,181,7,Philadelphia,Residential,Wood,Closing
1001151.225114704,5.526963488902481,46,1,Philadelphia,Infrastructure,Concrete,Planning
583528.8853791542,12.35707778193202,39,2,San Diego,Residential,Concrete,Planning
2145525.908727396,20.259729429036497,165,5,Philadelphia,Industrial,Glass,Planning
1973196.5666654164,20.073440973645987,134,6,New York,Infrastructure,Brick,Execution
4599239.837472663,37.3234164371617,260,12,Chicago,Residential,Wood,Execution
4563490.652250035,38.335697978087445,248,9,Phoenix,Commercial,Glass,Planning
2111665.3825043445,20.380026957062057,161,4,San Diego,Residential,Brick,Execution
1957311.4258139585,27.45363068424976,153,5,Houston,Infrastructure,Brick,Execution
2954280.016931996,25.02825312695744,149,8,San Jose,Infrastructure,Steel,Planning
585555.9208867138,11.21843605745956,55,0,San Jose,Industrial,Concrete,Closing
4471570.692611891,41.69343658960845,271,11,San Jose,Residential,Steel,Execution
4242567.28628315,33.014409074435044,238,11,Chicago,Commercial,Concrete,Execution
2861057.373782188,27.95358780943448,190,8,Houston,Infrastructure,Concrete,Planning
2260868.0485756304,11.687540059821629,171,6,Los Angeles,Commercial,Brick,Planning
4388776.250647844,39.3496985322319,283,9,Dallas,Commercial,Steel,Planning
2986564.341990129,26.42120005444624,214,9,San Antonio,Industrial,Glass,Execution
888028.7983422225,7.993897640570818,54,1,Phoenix,Commercial,Brick,Execution
219806.0383213976,15.45753425961231,75,0,San Diego,Infrastructure,Concrete,Closing
2076387.0904463104,22.150208235955347,171,5,San Jose,Industrial,Glass,Execution
2380238.137150601,19.696695930926897,136,3,San Jose,Industrial,Wood,Closing
3053072.4698799257,27.08620671194209,151,8,Chicago,Industrial,Concrete,Execution
2085763.3000661144,23.46552803631572,154,5,Chicago,Industrial,Brick,Planning
661991.1026606032,10.653702886430455,79,0,San Antonio,Residential,Brick,Planning
2015364.378212051,13.585038879057151,170,5,San Antonio,Infrastructure,Concrete,Execution
609589.3812245296,8.361689267011158,42,0,San Jose,Industrial,Glass,Execution
4337799.827274231,34.429767749190034,255,10,San Antonio,Infrastructure,Concrete,Closing
2955359.549073039,37.44931719301041,168,7,Dallas,Commercial,Concrete,Execution
4464181.342996769,41.97909890547962,264,11,Philadelphia,Residential,Brick,Planning
4378699.322356852,42.27952097585352,241,9,Chicago,Residential,Concrete,Planning
964726.3499719544,4.867423502944699,53,0,Los Angeles,Industrial,Concrete,Planning
3043355.1127525256,24.51348736183578,188,7,San Jose,Commercial,Wood,Planning
4537035.107365983,42.12722432092086,254,11,San Jose,Industrial,Concrete,Planning
2247656.614286728,20.106357883680307,156,7,Phoenix,Industrial,Steel,Closing
4551439.794071185,38.796674127348936,250,10,Dallas,Residential,Brick,Closing
805993.725263964,4.372554763508117,99,1,San Diego,Industrial,Steel,Closing
629872.262016239,8.541531251033616,38,3,Philadelphia,Industrial,Glass,Closing
747300.5550524133,4.711445355220498,66,0,Phoenix,Infrastructure,Brick,Execution
2040113.8394461889,25.74318674714357,130,5,San Diego,Residential,Wood,Planning
761144.982457739,15.470957592354743,16,3,Dallas,Residential,Concrete,Closing
2964887.2109001568,33.34327402378953,202,9,San Diego,Commercial,Concrete,Closing
645455.395896192,15.245046129184448,36,0,Dallas,Commercial,Brick,Closing
989009.3257849684,2.384065476081126,39,1,Dallas,Infrastructure,Concrete,Execution
807954.9713792825,20.377003993227195,67,1,Los Angeles,Residential,Concrete,Closing
1786977.2673849254,18.47387647822666,138,5,Chicago,Infrastructure,Glass,Planning
2948764.049500924,28.792512770646105,199,8,New York,Industrial,Wood,Planning
1980282.373543148,20.09424811472424,164,5,San Antonio,Residential,Wood,Closing
2914151.115940268,32.9427663488536,168,8,Phoenix,Infrastructure,Concrete,Execution
4378354.698511048,41.81557813872261,256,8,San Diego,Industrial,Wood,Execution
1872207.6504621,13.38455103296251,183,6,Houston,Residential,Steel,Execution
1974292.4977122133,10.590754772511804,139,5,Los Angeles,Industrial,Concrete,Planning
4479313.755141943,33.80473648736679,292,12,San Antonio,Residential,Wood,Execution
4933011.213561321,45.95274297171798,254,11,Houston,Commercial,Glass,Closing
2011329.984979421,22.648463771783653,149,5,Dallas,Infrastructure,Wood,Closing
580641.256386319,2.4257638765706773,41,2,San Diego,Commercial,Concrete,Closing
4236573.616010683,43.88013956921738,230,9,Los Angeles,Infrastructure,Concrete,Execution
4785771.541562714,32.62933933978947,238,10,New York,Infrastructure,Concrete,Closing
2079844.624521056,23.235979698513702,140,7,Dallas,Commercial,Glass,Execution
3032952.1682473035,30.25443850928009,203,8,Dallas,Commercial,Steel,Closing
4690309.954114809,34.8941877121985,259,10,San Jose,Residential,Brick,Planning
1870144.490986799,13.880298666188718,151,4,Philadelphia,Residential,Steel,Closing
752600.3783755813,17.267670385786584,45,4,Philadelphia,Residential,Concrete,Planning
4641215.782763027,38.78659361593984,229,11,Phoenix,Residential,Wood,Planning
3131849.133686481,34.68785068813279,168,7,Dallas,Industrial,Brick,Execution
4822955.75814197,38.38985922753971,277,9,San Diego,Infrastructure,Steel,Execution
705807.1652340672,10.134429194972654,54,0,New York,Industrial,Wood,Closing
1950787.5023740104,15.783767023419042,193,5,Dallas,Commercial,Brick,Execution
4749900.980141232,33.33611301260175,243,9,Los Angeles,Industrial,Wood,Planning
613995.0556843018,11.161268485805016,56,0,Phoenix,Infrastructure,Wood,Execution
4695684.422405607,42.61071272966968,228,10,San Jose,Infrastructure,Glass,Execution
831650.5511428944,1.4870819788107976,71,1,Houston,Commercial,Steel,Execution
3014407.372256749,28.93895515049424,181,8,San Jose,Residential,Concrete,Planning
2909997.4284008374,36.28574608431286,189,8,Dallas,Residential,Brick,Execution
1869184.8633745152,10.846835515717716,160,6,Dallas,Industrial,Brick,Planning
624606.5884424465,19.062242789984644,64,0,San Antonio,Commercial,Concrete,Execution
2073457.462680268,29.19091838397561,146,5,San Antonio,Residential,Wood,Closing
717742.8576667982,12.020254284072692,88,1,Los Angeles,Residential,Concrete,Planning
901397.7233290704,5.389173379111873,67,2,San Antonio,Residential,Glass,Planning
3349916.780841084,36.90727039345244,174,9,San Diego,Commercial,Wood,Closing
700564.5234958807,6.590078760011007,30,1,Los Angeles,Residential,Concrete,Closing
3482523.084322583,33.92302143949012,200,8,San Diego,Industrial,Glass,Closing
2990897.550939752,27.878818333009782,189,8,New York,Residential,Glass,Planning
2899405.0458897315,31.31743607665529,206,8,San Jose,Industrial,Wood,Closing
1887566.39468434,18.95389063127736,116,4,Phoenix,Infrastructure,Wood,Closing
2962620.768367603,21.8476337814243,224,9,San Antonio,Commercial,Wood,Planning
584900.5606414977,8.393070791735033,58,0,San Jose,Residential,Steel,Closing
1039395.5768707466,10.982773882557874,71,0,San Antonio,Residential,Glass,Closing
2414816.5339499945,15.403077042067885,99,5,Los Angeles,Residential,Steel,Execution
2345508.6340201423,22.18161834837016,151,5,Chicago,Industrial,Concrete,Execution
564613.9056843834,9.702373219691,-15,0,Chicago,Commercial,Brick,Closing
2183815.296597554,18.548627279056745,155,5,San Jose,Residential,Concrete,Planning
2322444.125651085,24.48419657932766,145,4,Houston,Infrastructure,Glass,Closing
2135585.1742678536,17.560442959271487,193,4,Dallas,Infrastructure,Glass,Closing
2058711.586433326,13.217090976882975,159,5,New York,Residential,Brick,Execution
4271396.137585254,44.10079093377743,249,10,Los Angeles,Residential,Brick,Planning
4546557.348588033,36.21618011492037,206,11,New York,Commercial,Steel,Planning
3051550.50802855,23.79119712259188,207,8,San Jose,Commercial,Concrete,Planning
1906937.908643989,19.47025822847932,203,3,San Jose,Residential,Steel,Planning
1119327.3992095331,4.649576168369237,19,0,Phoenix,Industrial,Wood,Closing
2244206.7391050705,22.91048851734308,145,4,Chicago,Industrial,Concrete,Planning
735966.8577082705,1.6951953324200435,59,1,San Jose,Commercial,Glass,Closing
1176606.6749312533,0.2395610023874912,47,2,Los Angeles,Residential,Concrete,Execution
2953826.7252310463,37.266303316605175,173,9,Los Angeles,Infrastructure,Concrete,Planning
3008183.835079144,24.98906272109264,215,7,Chicago,Residential,Wood,Execution
4340011.898659613,30.459989314383463,242,11,Chicago,Infrastructure,Steel,Closing
4109779.627192275,40.7179396825258,214,11,New York,Infrastructure,Brick,Execution
3162279.3108983184,24.25868355623691,216,10,Los Angeles,Industrial,Glass,Execution
2396097.568835835,30.919247723768475,236,9,Chicago,Infrastructure,Steel,Closing
3059124.897749419,22.416787252896043,230,7,San Jose,Industrial,Glass,Planning
2172094.697671949,17.08461280715531,147,5,Los Angeles,Infrastructure,Wood,Closing
4354079.506038518,41.80708658636552,224,11,Dallas,Industrial,Glass,Planning
2279871.0873172004,24.623168414563843,151,4,Chicago,Industrial,Brick,Planning
394255.9502191443,17.480221557445915,63,1,Dallas,Infrastructure,Wood,Planning
1762480.3161940975,21.549103551135136,163,5,San Jose,Residential,Brick,Execution
2889892.630101683,23.896437870429207,190,8,Houston,Infrastructure,Glass,Closing
1676973.636818898,25.823696772285857,135,4,Dallas,Residential,Glass,Closing
4305324.232394593,45.0356666823658,257,10,Dallas,Infrastructure,Wood,Closing
3114122.599443906,34.84092330266431,193,7,San Jose,Infrastructure,Wood,Closing
4544867.931355616,44.52008777380657,244,11,San Jose,Commercial,Concrete,Execution
1994718.8486082144,21.40080579409804,134,5,Chicago,Commercial,Steel,Planning
2480683.117047655,19.71190601483208,154,6,San Antonio,Residential,Steel,Execution
485953.35859587154,19.15729382927177,74,1,Dallas,Commercial,Steel,Closing
2472850.4521966246,30.01687753298581,207,9,Los Angeles,Industrial,Concrete,Planning
443177.1658528756,16.388384109492545,57,0,Dallas,Industrial,Wood,Closing
4388890.6441026265,41.02194515801489,226,10,Philadelphia,Industrial,Wood,Planning
2812698.725042081,26.661102217655568,206,8,San Antonio,Residential,Brick,Planning
1875246.207860839,29.57015676933393,146,5,New York,Residential,Wood,Planning
4515715.40594383,29.35632952792594,259,9,Houston,Residential,Brick,Execution
4153759.739311015,47.47469113726618,251,10,San Diego,Commercial,Concrete,Closing
4708344.932811771,42.91772151505944,247,11,Phoenix,Industrial,Brick,Closing
2144476.271565554,18.135834239541165,185,5,Houston,Commercial,Steel,Closing
3139107.5515131555,34.24551055371572,194,8,Houston,Infrastructure,Steel,Planning
741968.4098711313,2.8461244894097595,53,0,Phoenix,Industrial,Concrete,Planning
2781613.219920937,34.451237504182544,203,9,Phoenix,Commercial,Brick,Closing
4501435.693381588,29.56761170814457,253,12,Los Angeles,Industrial,Brick,Execution
705307.4429348299,13.57000247046046,59,1,San Diego,Residential,Wood,Planning
1799933.735078885,16.611275147375743,160,5,Los Angeles,Industrial,Wood,Execution
4487184.447170257,42.68145454758595,206,10,San Antonio,Infrastructure,Steel,Planning
3020371.259052397,37.74510075747594,175,7,San Antonio,Commercial,Steel,Planning
3069930.009459939,22.175986143189725,202,8,San Jose,Commercial,Steel,Execution
3316108.1373136747,24.92452904086065,184,7,Dallas,Industrial,Glass,Execution
3095271.553871244,32.52735079583314,221,11,Dallas,Commercial,Brick,Execution
606311.1557495128,8.932764241440763,56,2,Los Angeles,Residential,Brick,Closing
1925558.6447857893,25.44374309852093,188,7,San Diego,Infrastructure,Wood,Planning
3015191.0535832173,33.71341209179861,210,7,Phoenix,Commercial,Brick,Closing
728593.9280090884,4.82378838790313,39,0,New York,Residential,Concrete,Planning
4455505.020644347,50.23431097859779,237,10,Philadelphia,Residential,Concrete,Planning
1994695.748150188,15.59062674386141,147,4,Chicago,Commercial,Concrete,Planning
1604140.0379248424,23.73955128058767,129,5,San Diego,Industrial,Wood,Closing
2091177.5544163208,30.82501172450542,137,6,San Jose,Commercial,Brick,Planning
894334.412808647,4.354741143913854,40,1,San Antonio,Commercial,Glass,Planning
765473.6615295237,5.693578993358682,80,2,San Antonio,Commercial,Brick,Closing
924464.1273441355,10.916710028691758,94,0,San Jose,Commercial,Wood,Planning
375841.61579482886,8.242432579793457,50,3,San Antonio,Infrastructure,Brick,Execution
4879553.403349196,35.26053641365507,233,11,Houston,Infrastructure,Steel,Execution
3143076.2630882487,33.59092862853967,209,8,Houston,Infrastructure,Steel,Planning
4627732.03372862,45.29059162543575,257,10,San Jose,Industrial,Wood,Closing
1601252.871485709,21.87028284923786,175,4,Dallas,Commercial,Brick,Planning
1965385.635143226,20.07789523790733,128,4,San Jose,Infrastructure,Concrete,Closing
3186438.312852077,28.81722356390527,223,7,Houston,Industrial,Glass,Closing
4467132.958822922,41.06046676537088,230,9,Chicago,Residential,Glass,Execution
663100.7545135369,8.454139382656804,54,1,New York,Commercial,Glass,Execution
588301.2794213624,7.491214782077318,68,1,San Jose,Commercial,Steel,Closing
2890088.572818284,34.29793943489901,192,8,San Jose,Commercial,Steel,Planning
942675.2258488644,12.06390463468249,66,3,Chicago,Infrastructure,Glass,Planning
4226835.168916912,39.25515345116352,260,12,New York,Infrastructure,Brick,Planning
2494087.9844611394,28.516962704651007,205,7,Philadelphia,Commercial,Steel,Closing
2893757.1410784805,32.4193832559402,178,9,Philadelphia,Infrastructure,Brick,Planning
4096302.427122273,40.72531872979691,266,10,Philadelphia,Residential,Steel,Closing
1812912.259591081,25.42991058087516,139,6,Philadelphia,Infrastructure,Brick,Planning
2621277.066609243,31.066468536864694,200,7,Houston,Infrastructure,Concrete,Execution
791772.719000951,0.2016493806011219,23,1,Dallas,Infrastructure,Concrete,Planning
2926144.5721507594,30.716942336711256,164,8,Philadelphia,Commercial,Wood,Planning
2415052.174525053,16.55406090955216,185,5,Houston,Infrastructure,Glass,Execution
1879726.4712097573,21.59890967071269,118,5,Houston,Residential,Brick,Execution
3176466.6124646817,27.7395483358346,191,8,San Jose,Infrastructure,Glass,Closing
1063104.805846868,9.67124869463506,39,3,Los Angeles,Commercial,Wood,Planning
2122703.594546084,14.886037174007972,145,3,San Antonio,Commercial,Steel,Planning
3082973.100072382,32.31644265059053,201,9,Los Angeles,Industrial,Brick,Planning
743057.6460589514,4.15660981190234,73,2,San Diego,Industrial,Glass,Closing
2217179.1131663155,22.373491164399763,149,6,Dallas,Commercial,Steel,Planning
1761214.9987201889,20.714715473818533,185,7,Chicago,Industrial,Glass,Execution
4600548.961498163,27.53364589834961,231,12,Los Angeles,Commercial,Glass,Closing
4556201.850056361,29.33702186922582,270,10,Houston,Residential,Brick,Planning
1890751.110349504,21.95902002701273,120,5,San Antonio,Residential,Steel,Planning
2064633.542836956,19.261987068506656,141,3,Los Angeles,Infrastructure,Glass,Planning
3052088.452666711,27.30579071903631,180,6,Chicago,Infrastructure,Concrete,Planning
3312577.75370164,28.63003459085348,195,8,Dallas,Commercial,Brick,Planning
4471924.988218932,41.53806334094598,240,11,San Antonio,Residential,Brick,Closing
2928331.9695957555,26.762290971824203,215,8,Los Angeles,Industrial,Glass,Execution
2004843.891334552,27.061102777077146,148,5,New York,Commercial,Steel,Execution
3038127.1182530047,34.70655290383742,179,8,Philadelphia,Residential,Steel,Closing
4315087.17712438,32.01200415202284,243,10,San Jose,Infrastructure,Concrete,Planning
4678590.774021754,49.14810100858044,242,11,Houston,Industrial,Glass,Execution
1995726.5411303127,16.263941604260882,102,6,Chicago,Industrial,Steel,Closing
3390831.4867500574,27.47126647869032,179,9,Chicago,Commercial,Glass,Closing
2199602.0219719303,5.518723109031553,192,5,Phoenix,Residential,Wood,Planning
582055.6315638449,7.00303677277989,8,0,San Diego,Industrial,Brick,Execution
2038876.8603154672,18.23416853594656,157,5,Philadelphia,Commercial,Glass,Execution
2127610.2202881514,22.50422237472229,114,4,New York,Infrastructure,Steel,Planning
632127.0486111577,14.248010485105125,57,0,Dallas,Commercial,Brick,Closing
3046014.1518382803,32.48871544545697,213,8,New York,Infrastructure,Concrete,Planning
4656574.746989715,37.84437215212451,258,11,Chicago,Commercial,Steel,Execution
4717753.930843335,38.11849637537502,250,9,New York,Infrastructure,Brick,Execution
1761272.633648704,24.595770868050007,170,4,Philadelphia,Residential,Glass,Execution
1879557.587927644,22.34387128037512,130,5,Chicago,Residential,Glass,Execution
4584813.37230369,40.1972352412037,221,9,New York,Infrastructure,Concrete,Planning
1996116.0788224533,18.484101085828623,166,3,Houston,Infrastructure,Concrete,Closing
859419.4762340076,8.98903673783053,46,2,Phoenix,Infrastructure,Brick,Execution
595434.9570924856,8.815906966299956,40,1,San Jose,Residential,Glass,Execution
4580096.277301266,40.65532593107925,248,9,Houston,Residential,Wood,Execution
3077264.663562312,28.97764389506939,235,10,Philadelphia,Commercial,Concrete,Execution
881708.854534566,20.051022693831747,46,0,Chicago,Residential,Glass,Planning
4300970.303629324,39.09248418932167,206,10,San Jose,Commercial,Steel,Planning
3135828.555087639,28.48977250255068,193,9,Phoenix,Commercial,Brick,Planning
4409090.456251311,38.90673361282482,248,10,Houston,Infrastructure,Glass,Planning
2906838.886176368,29.245811442166524,199,8,San Jose,Infrastructure,Steel,Planning
3918602.356135672,38.12588971689097,229,8,San Diego,Residential,Brick,Closing
4747916.801288312,38.0188516094912,271,11,Houston,Industrial,Steel,Execution
1965963.0754950144,17.733859753363625,164,6,Houston,Infrastructure,Glass,Closing
1996938.0301654008,22.896457498005443,152,4,Philadelphia,Commercial,Steel,Planning
1948191.5708358595,19.01825075457511,149,5,San Jose,Commercial,Brick,Closing
1688683.6202680496,17.859424195170437,180,6,Phoenix,Residential,Brick,Closing
1975810.370278444,22.09766221953513,132,5,San Antonio,Residential,Concrete,Execution
772703.4690502496,13.310653372605234,82,0,San Diego,Commercial,Concrete,Execution
4442290.260824859,36.08123239437786,285,9,Los Angeles,Industrial,Brick,Closing
4545052.82344951,43.4636137755843,225,12,San Antonio,Infrastructure,Wood,Planning
4569512.322760711,40.433488497071984,257,10,Philadelphia,Residential,Glass,Closing
2654838.6542418804,26.612176738321725,224,7,Philadelphia,Commercial,Concrete,Execution
4289971.852079571,43.78747574668743,277,11,San Jose,Industrial,Steel,Closing
627442.2619031228,8.06149220032008,56,1,San Diego,Residential,Wood,Planning
868130.9661384618,15.54351790291454,66,2,San Jose,Industrial,Steel,Closing
3087347.710346702,32.02147377480849,225,7,Los Angeles,Commercial,Brick,Closing
1808975.4841301288,22.117995327967307,191,4,San Antonio,Residential,Concrete,Planning
1639372.064748811,12.079320284972551,155,6,San Jose,Commercial,Concrete,Planning
2842802.7934730034,23.094776984231125,206,9,San Antonio,Infrastructure,Steel,Planning
1866381.9092713904,24.960211747682614,147,4,Phoenix,Infrastructure,Concrete,Execution
407373.0941818245,16.769361870827062,48,2,Phoenix,Commercial,Wood,Closing
2815628.037374937,24.980213139592507,204,8,Philadelphia,Infrastructure,Steel,Execution
1979110.1562925056,19.155891384049948,151,6,San Antonio,Commercial,Concrete,Closing
2878659.9410469406,31.056418461397364,224,8,Houston,Industrial,Concrete,Execution
2022654.0821075528,12.808610108413166,168,4,San Antonio,Industrial,Wood,Execution
2973705.480865666,34.13023585720753,191,6,Houston,Residential,Steel,Closing
4452377.912737589,40.23001373626637,232,11,Phoenix,Residential,Glass,Closing
2822151.834354335,34.77650279118876,218,9,San Diego,Industrial,Glass,Closing
3167788.1000939226,26.913734067265384,189,7,San Diego,Infrastructure,Wood,Execution
2154339.742129669,5.757286896849623,173,3,San Jose,Industrial,Concrete,Execution
2853165.240244301,30.4099777820678,209,9,San Jose,Commercial,Glass,Planning
4535057.355786785,33.31637280562035,242,10,Los Angeles,Commercial,Brick,Planning
4676281.505784715,43.60567681272791,232,11,San Antonio,Industrial,Glass,Execution
1805668.653091743,13.101909176055347,137,6,San Diego,Commercial,Brick,Closing
3292835.447750488,34.98429386732904,206,10,Chicago,Industrial,Steel,Closing
1790617.803463612,22.68326376263643,174,6,San Diego,Infrastructure,Glass,Execution
1781537.4470654842,18.41795775152599,174,5,Philadelphia,Commercial,Steel,Execution
3017178.6012586663,18.903498136262325,195,7,Chicago,Residential,Glass,Closing
4187701.355511628,47.51709914214499,243,10,Los Angeles,Industrial,Brick,Execution
460397.2199167512,-0.9940297831004088,59,0,San Antonio,Infrastructure,Steel,Planning
4546289.184505114,43.23244768862885,246,9,Dallas,Commercial,Concrete,Planning
646477.7401927657,11.118939758194491,50,2,San Antonio,Commercial,Steel,Planning
2192970.3266194914,28.07791411774116,125,4,Los Angeles,Residential,Concrete,Planning
1569636.919734139,16.4042334037879,146,4,San Antonio,Commercial,Concrete,Planning
4333609.01650111,36.80858636735753,234,9,New York,Commercial,Brick,Closing
431114.46824112657,7.003124885231136,50,1,Phoenix,Industrial,Glass,Planning
769399.1929985436,12.975785127184569,34,3,Chicago,Residential,Wood,Planning
2204514.086401928,32.19876203169636,178,6,Chicago,Infrastructure,Concrete,Closing
4444037.931524599,35.17731102544904,260,9,Houston,Commercial,Glass,Closing
1965474.540011836,24.41829968743336,163,3,Los Angeles,Infrastructure,Brick,Closing
2048150.6358977137,33.008415570901974,161,3,San Antonio,Infrastructure,Concrete,Planning
3134096.1234482424,24.64071383479922,169,9,San Jose,Commercial,Glass,Planning
454295.6019265145,6.400778958026457,41,2,San Diego,Industrial,Concrete,Execution
4357063.864601914,42.60639952506907,256,10,Dallas,Commercial,Glass,Planning
2964645.167376844,22.256908505681267,190,8,San Diego,Residential,Glass,Execution
